"V-rep data recorded 05/05/17 08:56:24 "
"% Right Stride Frequency   = 0"
"% Left Stride Frequency    = 0"
"% Phase (Fractional)   = 0"
"% velroach+telem Vrep sim"
"Motor Gains = [ 1.000,  1.000,  1.000,0,0,  1.000,  1.000,  1.000,0,0]"
"% Columns: "
"% time | LPos | RPos | LRef | RRef | LPWM | RPWM | GyroX | GyroY | GyroZ | AX | AY | AZ | LEMF | REMF | BAT "
       0,     -166,      -21,   -32767,        0,  1064.6,    34.2, 0,0,0, 0,0,0, -15.965,  -2.102, 912
    1001,     -318,      -30,   -32669,       99,    23.9,   -20.0,      0,      0,      0,     0,      1,  -4100, -14.524,  -0.802, 912
    2001,     -476,      -35,   -32571,      197,    72.9,   -66.5,    300,    -62,   -326, 32767,  32767, -25649, -15.221,  -0.470, 912
    3001,     -643,      -44,   -32473,      295,   173.4,   -66.0,   -135,    -77,   -229,-21289, -32767,  13384, -16.010,  -0.931, 912
    4001,     -802,      -37,   -32374,      394,   184.3,   -79.0,   -166,    -42,   -157,  1411, -32767,   5769, -15.253,   0.675, 912
    5000,     -954,      -38,   -32276,      492,   169.0,   -63.8,    -71,    -26,   -146,-16935, -17296,   5905, -14.584,  -0.048, 912
    6001,    -1113,      -34,   -32178,      590,   169.1,   -47.6,     27,     14,   -151,  6951,  -5472,   3453, -15.171,   0.416, 912
    7001,    -1260,      -32,   -32079,      689,   241.4,   -41.1,    154,     29,   -147, -5873,  -2009,    244, -14.077,   0.108, 912
    8001,    -1415,      -25,   -31981,      787,   200.3,   -32.9,    -76,     -7,   -170,  5009,   5160,   -615, -14.884,   0.710, 912
    9000,    -1569,      -23,   -31883,      885,   224.0,   -35.3,   -156,      0,   -197,    54,  -7228,   -960, -14.795,   0.187, 912
   10000,    -1723,      -16,   -31784,      984,   165.4,   -31.7,   -166,    -17,   -221, -2810,   3020,  -1051, -14.708,   0.698, 912
   11000,    -1873,      -12,   -31686,     1082,   189.8,   -23.3,   -147,    -31,   -250,   598,   2304,  -1665, -14.445,   0.347, 912
   12001,    -2020,      -10,   -31588,     1180,   121.7,   -21.1,   -135,    -10,   -285,  -456,   2283,   -262, -14.050,   0.199, 912
   13001,    -2168,       -9,   -31490,     1278,   177.2,   -40.9,    -71,    -11,   -290,  -955,   2521,    814, -14.179,   0.144, 912
   14001,    -2313,       11,   -31391,     1377,   113.5,   -17.0,    -83,     -4,   -307,  4258,   1636,   -103, -13.919,   1.865, 912
   15000,    -2453,       13,   -31293,     1475,    90.3,   -16.0,   -119,    -14,   -320,  3239,   1956,    218, -13.490,   0.159, 912
   16001,    -2584,       21,   -31195,     1573,   163.4,   -22.0,   -174,    -15,   -313, -2381,  -3402,   1377, -12.526,   0.841, 912
   17001,    -2723,       28,   -31096,     1672,    51.9,    -8.9,   -199,      1,   -350, -6105,  -1094,   1166, -13.360,   0.657, 912
   18000,    -2868,       35,   -30998,     1770,    83.0,     2.6,    -94,     13,   -333,  8379,  -1828,   2494, -13.878,   0.647, 912
   19000,    -3004,       43,   -30900,     1868,   103.2,     3.4,    -80,     28,   -327, -2455,   2830,     36, -13.060,   0.736, 912
