time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT
3389998,-28746,4015,-27197,5571,0,0,820,202,-541,134,263,-3716,9.796,9.637,912
3399998,-27758,4983,-26214,6554,0,0,773,60,-541,-48,430,-3783,9.474,9.276,912
3409998,-26754,5997,-25231,7537,0,0,1047,54,-538,-31,349,-3929,9.623,9.727,912
3419998,-25826,6942,-24248,8520,0,0,1000,32,-538,-60,200,-3996,8.9,9.058,912
3429998,-24816,7892,-23265,9503,0,0,1081,-90,-474,-138,34,-3829,9.684,9.107,912
3439998,-23845,8863,-22282,10486,0,0,1042,-77,-502,-226,-199,-3928,9.312,9.306,912
3449998,-22835,9900,-21299,11469,0,0,1023,-116,-473,-268,-313,-3941,9.677,9.949,912
3459998,-21873,10805,-20316,12452,0,0,145,-184,-160,-371,-445,-4018,9.23,8.675,912
3469998,-20872,11841,-19333,13435,0,0,-16,-207,381,-704,-581,-4246,9.591,9.934,912
3479998,-19901,12840,-18350,14418,0,0,71,-25,446,-1229,-1176,-5126,9.313,9.574,912
3489998,-18926,13793,-17367,15401,0,0,114,60,363,-1031,-1164,-4963,9.349,9.138,912
3499998,-17909,14802,-16384,16384,0,0,-97,-229,535,-588,-429,-3930,9.748,9.675,912
3509998,-16905,15752,-15401,17367,0,0,-660,-895,1174,-256,495,-3296,9.624,9.11,912
3519998,-15944,16698,-14418,18350,0,0,-548,-1525,1732,-36,829,-3879,9.218,9.069,912
3529998,-14944,17795,-13435,19333,0,0,875,-819,1305,32,139,-4727,9.583,10.514,912
3539998,-13969,18754,-12452,20316,0,0,-369,429,131,-657,-807,-5429,9.353,9.198,912
3549998,-12980,19823,-11469,21299,0,0,-96,767,-605,-1008,-159,-4176,9.482,10.245,912
3559998,-11964,20885,-10486,22282,0,0,542,91,-624,-426,178,-2891,9.74,10.181,912
3569998,-10963,21882,-9503,23266,0,0,-153,273,-413,150,266,-4370,9.591,9.558,912
3579998,-9979,22840,-8519,24249,0,0,284,-34,296,442,-435,-5633,9.439,9.189,912
3589998,-9029,23822,-7536,25232,0,0,153,219,622,880,-1693,-4264,9.108,9.417,912
3599998,-8051,24801,-6553,26215,0,0,11,101,371,815,-774,-3378,9.373,9.383,912
3609998,-7092,25790,-5570,27198,0,0,93,52,247,753,246,-4719,9.196,9.478,912
3619998,-6079,26774,-4587,28181,0,0,179,138,242,751,135,-3941,9.715,9.441,912
3629998,-5107,27760,-3604,29164,0,0,-36,103,193,555,-213,-3475,9.32,9.453,912
3639998,-4099,28754,-2621,30147,0,0,-50,177,298,344,-311,-4384,9.664,9.527,912
3649997,-3151,29733,-1638,31130,0,0,-25,230,393,84,-608,-3780,9.086,9.389,912
3659997,-2149,30719,-655,32113,0,0,-240,254,365,-294,-442,-3715,9.605,9.453,912
3669997,-1149,31703,328,-32440,0,0,-205,240,535,-187,-136,-4175,9.593,9.431,912
3679997,-169,32685,1311,-31457,0,0,-528,210,416,-452,-525,-3719,9.388,9.42,912
3689997,802,-31873,2294,-30474,0,0,-432,286,516,82,-94,-4314,9.312,9.372,912
3699997,1808,-30900,3277,-29491,0,0,-407,297,565,91,-120,-3727,9.642,9.325,912
3709997,2770,-29893,4260,-28508,0,0,-571,201,450,-31,-521,-3428,9.229,9.661,912
3719997,3739,-28906,5243,-27525,0,0,-535,141,561,472,8,-4251,9.287,9.459,912
3729997,4713,-27918,6226,-26542,0,0,-649,242,481,93,-414,-3618,9.345,9.478,912
3739997,5703,-26914,7209,-25559,0,0,-596,78,385,66,-29,-3642,9.486,9.622,912
3749997,6737,-25925,8192,-24576,0,0,-537,159,263,46,78,-4043,9.918,9.485,912
3759997,7675,-24927,9175,-23593,0,0,-628,94,259,-207,67,-3787,8.986,9.566,912
3769997,8661,-23947,10158,-22610,0,0,-540,72,262,-237,-16,-3886,9.454,9.397,912
3779997,9637,-22972,11141,-21627,0,0,-676,-107,392,-191,107,-4043,9.364,9.346,912
3789997,10599,-21990,12124,-20644,0,0,-947,-176,587,-330,-46,-4088,9.218,9.419,912
3799997,11564,-20934,13107,-19661,0,0,-503,-283,523,-223,-86,-3999,9.254,10.119,912
3809997,12575,-19984,14090,-18678,0,0,144,-713,-260,-552,-49,-4492,9.696,9.11,912
3819997,13560,-19045,15073,-17695,0,0,277,-964,-592,-1115,659,-5425,9.444,8.996,912
3829997,14549,-18047,16056,-16711,0,0,98,-1138,-134,-554,977,-4921,9.475,9.574,912
3839997,15519,-17080,17040,-15728,0,0,61,-1321,165,73,159,-3818,9.299,9.271,912
3849997,16492,-16131,18023,-14745,0,0,-881,345,184,10,-504,-3488,9.329,9.094,912
3859997,17464,-15236,19006,-13762,0,0,93,582,630,-970,-498,-4075,9.321,8.588,912
3869997,18430,-14354,19989,-12779,0,0,-146,615,448,-1773,-296,-4524,9.265,8.453,912
3879997,19433,-13421,20972,-11796,0,0,-366,-130,-81,-789,126,-4160,9.61,8.948,912
3889997,20398,-12450,21955,-10813,0,0,-430,90,139,-482,79,-4595,9.259,9.311,912
3899997,21403,-11515,22938,-9830,0,0,-227,102,11,-216,343,-4429,9.636,8.96,912
3909997,22388,-10532,23921,-8847,0,0,-271,160,-329,24,901,-4268,9.435,9.419,912
3919997,23350,-9496,24904,-7864,0,0,-340,214,-321,615,707,-4004,9.228,9.935,912
3929997,24341,-8527,25887,-6881,0,0,-73,89,-225,1181,254,-4173,9.502,9.292,912
3939997,25309,-7515,26870,-5898,0,0,66,223,-98,1261,32,-4424,9.276,9.7,912
3949997,26275,-6517,27853,-4915,0,0,92,114,-121,1172,185,-4262,9.263,9.568,912
3959997,27284,-5556,28836,-3932,0,0,-26,161,-101,843,272,-3819,9.674,9.22,912
3969997,28305,-4559,29819,-2949,0,0,137,158,-102,530,271,-3861,9.792,9.555,912
3979997,29253,-3588,30802,-1966,0,0,75,209,-233,198,204,-4067,9.088,9.305,912
3989997,30224,-2587,31785,-983,0,0,133,136,-274,-158,274,-3844,9.306,9.604,912
3999997,31194,-1571,32768,0,0,0,289,224,-299,-276,340,-3918,9.3,9.736,912
4009997,32196,-575,-31785,983,0,0,346,198,-263,-282,472,-4007,9.605,9.55,912
4019998,-32374,387,-30802,1966,0,0,561,256,-408,-6,385,-4137,9.265,9.225,912
4029998,-31374,1371,-29819,2949,0,0,613,172,-411,22,423,-3829,9.589,9.432,912
4039998,-30378,2384,-28836,3932,0,0,530,248,-556,210,186,-3733,9.55,9.712,912
4049998,-29423,3375,-27853,4915,0,0,737,255,-499,131,367,-3507,9.153,9.499,912
4059999,-28415,4364,-26869,5899,0,0,777,52,-430,316,337,-3887,9.668,9.482,912
4069999,-27412,5319,-25886,6882,0,0,867,86,-517,149,198,-3963,9.616,9.158,912
4079999,-26433,6301,-24903,7865,0,0,947,13,-552,-33,91,-3741,9.381,9.412,912
4089999,-25443,7303,-23920,8848,0,0,1013,-72,-541,-97,28,-3840,9.489,9.613,912
4099999,-24445,8244,-22937,9831,0,0,1029,-108,-470,-145,-64,-3928,9.575,9.024,912
4110000,-23446,9190,-21954,10814,0,0,1046,-115,-422,-238,-209,-3989,9.574,9.063,912
4120000,-22447,10193,-20971,11797,0,0,816,-109,-371,-341,-377,-4021,9.582,9.619,912
4130000,-21504,11148,-19988,12780,0,0,-129,-251,67,-523,-402,-3954,9.039,9.159,912
4140000,-20533,12133,-19005,13763,0,0,41,-213,442,-1108,-815,-4688,9.307,9.439,912
4150001,-19566,13092,-18022,14746,0,0,170,32,480,-1251,-1298,-5301,9.273,9.194,912
4160001,-18574,14072,-17039,15729,0,0,102,102,396,-739,-895,-4643,9.509,9.401,912
4170001,-17580,15067,-16056,16712,0,0,-346,-379,699,-436,-103,-3433,9.527,9.539,912
4180001,-16608,16043,-15073,17695,0,0,-709,-1062,1378,-222,755,-3244,9.321,9.352,912
4190002,-15604,17127,-14090,18678,0,0,-439,-1635,1702,30,692,-4198,9.622,10.394,912
4200002,-14618,18127,-13107,19661,0,0,945,-217,814,-107,-261,-5014,9.46,9.587,912
4210002,-13655,19161,-12123,20644,0,0,-513,681,-278,-916,-784,-5595,9.232,9.918,912
4220002,-12709,20159,-11140,21628,0,0,304,552,-659,-851,219,-3627,9.065,9.568,912
4230002,-11693,21210,-10157,22611,0,0,382,16,-548,-148,327,-2659,9.745,10.072,912
4240003,-10704,22214,-9174,23594,0,0,-100,286,-169,257,31,-5208,9.485,9.627,912
4250003,-9710,23192,-8191,24577,0,0,238,31,603,605,-1173,-5507,9.527,9.376,912
4260003,-8746,24165,-7208,25560,0,0,232,143,771,1011,-1624,-3609,9.239,9.328,912
4270003,-7764,25162,-6225,26543,0,0,-90,54,469,875,-192,-3842,9.413,9.555,912
4280004,-6758,26129,-5242,27526,0,0,149,103,285,807,497,-4678,9.646,9.271,912
4290004,-5756,27116,-4259,28509,0,0,163,128,188,607,93,-3525,9.607,9.47,912
4300004,-4761,28097,-3276,29492,0,0,-62,161,122,308,-382,-3751,9.547,9.405,912
4310004,-3768,29086,-2293,30475,0,0,-22,193,258,217,-474,-4457,9.512,9.478,912
4320004,-2776,30059,-1310,31458,0,0,-96,258,403,-199,-607,-3566,9.517,9.33,912
4330005,-1805,31044,-327,32441,0,0,-271,259,422,-229,-356,-3821,9.306,9.439,912
4340005,-821,32033,656,-32112,0,0,-255,196,582,-137,-202,-4150,9.433,9.484,912
4350005,157,-32527,1639,-31129,0,0,-580,339,546,-349,-710,-3809,9.379,9.36,912
4360005,1121,-31563,2622,-30146,0,0,-451,101,683,162,-31,-4098,9.241,9.24,912
4370006,2105,-30563,3605,-29163,0,0,-631,337,691,-41,-256,-3865,9.435,9.591,912
4380006,3074,-29573,4589,-28179,0,0,-461,116,592,170,-86,-3497,9.294,9.486,912
4390006,4073,-28587,5572,-27196,0,0,-544,261,375,271,-211,-4164,9.57,9.454,912
4400006,5044,-27608,6555,-26213,0,0,-510,165,373,125,-50,-3532,9.316,9.391,912
4410007,6029,-26606,7538,-25230,0,0,-519,147,333,71,21,-3690,9.438,9.602,912
4420007,7003,-25604,8521,-24247,0,0,-449,80,255,74,42,-3911,9.338,9.611,912
4430007,8007,-24608,9504,-23264,0,0,-593,87,311,-184,57,-3940,9.627,9.547,912
4440007,8971,-23607,10487,-22281,0,0,-887,-49,415,-272,-101,-3856,9.245,9.594,912
4450007,9932,-22614,11470,-21298,0,0,-813,-186,609,-285,67,-4089,9.216,9.519,912
4460008,10915,-21626,12453,-20315,0,0,-894,-241,722,-268,-127,-4278,9.423,9.473,912
4470008,11910,-20644,13436,-19332,0,0,-188,-399,179,-326,-240,-4043,9.544,9.418,912
4480008,12921,-19686,14419,-18349,0,0,335,-777,-561,-815,238,-4939,9.692,9.188,912
4490008,13883,-18699,15402,-17366,0,0,237,-916,-458,-1103,1115,-5221,9.222,9.461,912
4500009,14856,-17714,16385,-16383,0,0,196,-1113,71,-266,913,-4361,9.323,9.445,912
4510009,15878,-16771,17368,-15400,0,0,-334,-823,194,200,-372,-3501,9.798,9.036,912
4520009,16845,-15874,18351,-14417,0,0,-678,598,479,28,-708,-3682,9.275,8.596,912
4530009,17819,-14927,19334,-13434,0,0,86,537,547,-1540,-578,-4475,9.333,9.08,912
4540010,18787,-14029,20318,-12450,0,0,-310,312,142,-1589,-117,-4621,9.284,8.614,912
4550010,19778,-13059,21301,-11467,0,0,-235,-167,-112,-766,323,-4202,9.497,9.3,912
4560010,20773,-12117,22284,-10484,0,0,-534,171,292,-490,113,-4556,9.539,9.028,912
4570010,21731,-11168,23267,-9501,0,0,-135,4,-60,-100,517,-4193,9.191,9.104,912
4580010,22719,-10173,24250,-8518,0,0,-468,288,-336,219,809,-4333,9.472,9.536,912
4590011,23708,-9224,25233,-7535,0,0,-36,49,-363,1083,600,-3944,9.482,9.097,912
4600011,24690,-8221,26216,-6552,0,0,-263,277,-137,1169,173,-4289,9.407,9.617,912
4610011,25665,-7193,27199,-5569,0,0,295,3,-76,1316,219,-4299,9.351,9.854,912
4620011,26630,-6176,28182,-4586,0,0,-53,285,-69,939,136,-4360,9.257,9.756,912
4630012,27629,-5153,29165,-3603,0,0,149,71,-152,640,308,-3621,9.571,9.803,912
4640012,28604,-4182,30148,-2620,0,0,-1,240,-152,279,171,-3887,9.345,9.314,912
4650012,29606,-3192,31131,-1637,0,0,216,123,-144,185,237,-4100,9.609,9.491,912
4660012,30595,-2229,32114,-654,0,0,133,246,-309,-46,258,-3980,9.48,9.232,912
4670012,31542,-1218,-32439,329,0,0,372,223,-348,-226,482,-3710,9.081,9.697,912
4680013,32519,-254,-31456,1312,0,0,383,199,-436,-50,421,-4045,9.368,9.237,912
4690013,-32050,743,-30473,2296,0,0,525,125,-414,-61,431,-3983,9.277,9.561,912
4700013,-31052,1715,-29489,3279,0,0,586,229,-452,0,420,-3892,9.568,9.319,912
4710013,-30057,2708,-28506,4262,0,0,675,189,-357,139,298,-3864,9.539,9.515,912
4720014,-29080,3690,-27523,5245,0,0,668,240,-441,230,31,-3804,9.36,9.415,912
4730014,-28121,4667,-26540,6228,0,0,754,136,-501,86,167,-3477,9.196,9.367,912
4740014,-27112,5612,-25557,7211,0,0,880,65,-525,82,238,-3750,9.679,9.065,912
4750014,-26143,6631,-24574,8194,0,0,968,5,-513,40,193,-3990,9.289,9.769,912
4760015,-25113,7612,-23591,9177,0,0,1045,-81,-509,-62,140,-3948,9.871,9.406,912
4770015,-24129,8562,-22608,10160,0,0,1012,-108,-486,-217,-107,-3989,9.436,9.106,912
4780015,-23131,9501,-21625,11143,0,0,1108,-117,-456,-270,-228,-4002,9.57,9.007,912
4790015,-22166,10498,-20642,12126,0,0,523,-180,-288,-369,-359,-3942,9.248,9.556,912
4800015,-21165,11429,-19659,13109,0,0,-101,-247,171,-539,-482,-4070,9.598,8.921,912
4810016,-20195,12438,-18676,14092,0,0,52,-107,519,-1282,-1066,-4855,9.297,9.679,912
4820016,-19206,13474,-17693,15075,0,0,172,60,537,-1070,-1362,-5211,9.483,9.93,912
4830016,-18233,14457,-16710,16058,0,0,19,16,578,-735,-790,-4291,9.33,9.423,912
4840016,-17257,15431,-15727,17041,0,0,-574,-665,1082,-303,156,-3356,9.359,9.341,912
4850017,-16282,16446,-14744,18024,0,0,-656,-1352,1654,-207,851,-3430,9.344,9.729,912
4860017,-15250,17499,-13760,19008,0,0,256,-1220,1521,7,532,-4494,9.898,10.097,912
4870017,-14277,18553,-12777,19991,0,0,147,241,353,-289,-452,-5342,9.322,10.107,912
4880017,-13290,19555,-11794,20974,0,0,-222,693,-508,-1036,-354,-4901,9.469,9.609,912
4890018,-12328,20524,-10811,21957,0,0,546,211,-691,-625,212,-3159,9.219,9.288,912
4900018,-11341,21522,-9828,22940,0,0,-78,165,-488,8,332,-3569,9.461,9.57,912
4910018,-10305,22506,-8845,23923,0,0,221,10,45,453,-299,-5606,9.935,9.43,912
4920018,-9321,23530,-7862,24906,0,0,91,190,439,713,-1580,-4684,9.434,9.822,912
4930018,-8388,24512,-6879,25889,0,0,95,95,429,902,-1003,-3348,8.949,9.408,912
4940019,-7384,25495,-5896,26872,0,0,144,152,393,895,52,-4676,9.619,9.424,912
4950019,-6411,26466,-4913,27855,0,0,153,133,282,857,98,-3921,9.333,9.311,912
4960019,-5438,27437,-3930,28838,0,0,37,101,57,528,-107,-3612,9.333,9.311,912
4970019,-4477,28414,-2947,29821,0,0,49,195,126,304,-349,-4313,9.206,9.368,912
4980020,-3521,29398,-1964,30804,0,0,-6,179,372,2,-544,-3680,9.172,9.434,912
4990020,-2509,30385,-981,31787,0,0,-196,192,449,-140,-339,-3822,9.703,9.461,912
5000020,-1517,31368,2,-32766,0,0,-278,259,604,-176,-203,-4201,9.51,9.423,912
5010020,-510,32356,985,-31783,0,0,-478,277,523,-412,-399,-3750,9.648,9.473,912
5020021,485,-32202,1969,-30799,0,0,-425,258,514,-95,-301,-4182,9.543,9.38,912
5030021,1491,-31227,2952,-29816,0,0,-659,277,516,-193,-533,-3806,9.643,9.351,912
5040021,2454,-30236,3935,-28833,0,0,-514,139,739,188,-191,-3695,9.235,9.501,912
5050021,3444,-29244,4918,-27850,0,0,-663,282,559,340,-171,-4134,9.491,9.51,912
5060021,4421,-28257,5901,-26867,0,0,-528,126,485,235,-26,-3497,9.364,9.462,912
5070022,5369,-27265,6884,-25884,0,0,-443,234,239,155,-120,-3759,9.087,9.506,912
5080022,6373,-26282,7867,-24901,0,0,-463,102,123,55,202,-3703,9.625,9.424,912
5090022,7357,-25268,8850,-23918,0,0,-529,116,267,6,167,-3892,9.437,9.719,912
5100022,8331,-24277,9833,-22935,0,0,-672,-29,338,-142,-111,-3875,9.337,9.505,912
5110023,9318,-23285,10816,-21952,0,0,-810,-157,568,-225,-131,-4079,9.461,9.512,912
5120023,10311,-22258,11799,-20969,0,0,-1026,-169,766,-302,-207,-4088,9.521,9.842,912
5130023,11295,-21259,12782,-19986,0,0,-768,-230,554,-256,-169,-4014,9.434,9.582,912
5140023,12289,-20331,13765,-19003,0,0,199,-548,-280,-482,15,-4377,9.538,8.897,912
5150023,13251,-19337,14748,-18020,0,0,327,-847,-652,-1303,828,-5346,9.217,9.531,912
5160024,14248,-18364,15731,-17037,0,0,262,-989,-224,-751,1189,-4890,9.56,9.33,912
5170024,15234,-17341,16714,-16054,0,0,173,-1229,246,-23,331,-3865,9.452,9.806,912
5180024,16186,-16450,17698,-15070,0,0,-767,-216,212,330,-586,-3395,9.132,8.535,912
5190024,17170,-15524,18681,-14087,0,0,-53,666,568,-522,-646,-4024,9.429,8.878,912
5200025,18168,-14589,19664,-13104,0,0,-189,511,410,-1986,-418,-4896,9.571,8.973,912
5210025,19133,-13665,20647,-12121,0,0,-364,31,-132,-1174,37,-4219,9.249,8.852,912
5220025,20055,-12786,21630,-11138,0,0,-252,19,118,-546,196,-4227,8.841,8.433,912
5230025,21066,-11816,22613,-10155,0,0,-323,151,263,-288,253,-4622,9.693,9.297,912
5240026,22040,-10835,23596,-9172,0,0,-260,38,-332,31,850,-4327,9.341,9.406,912
5250026,23033,-9841,24579,-8189,0,0,-353,264,-337,464,790,-3977,9.521,9.528,912
5260026,23999,-8838,25562,-7206,0,0,-25,143,-286,1182,321,-4157,9.255,9.621,912
5270026,24979,-7864,26545,-6223,0,0,-119,160,-122,1342,23,-4354,9.399,9.333,912
5280026,25987,-6861,27528,-5240,0,0,35,121,-121,1341,67,-4156,9.661,9.622,912
5290027,26958,-5881,28511,-4257,0,0,65,171,-131,778,292,-4083,9.315,9.387,912
5300027,27925,-4904,29494,-3274,0,0,42,178,-119,375,410,-3834,9.271,9.373,912
5310027,28922,-3932,30477,-2291,0,0,162,146,-144,153,172,-4066,9.553,9.312,912
5320027,29905,-2910,31460,-1308,0,0,26,223,-261,-170,171,-3864,9.425,9.805,912
5330028,30904,-1911,32443,-325,0,0,349,174,-271,-197,411,-3867,9.583,9.575,912
5340028,31903,-921,-32109,659,0,0,460,304,-348,-82,402,-4249,9.58,9.489,912
5350028,-32659,89,-31126,1642,0,0,379,77,-518,43,488,-3934,9.332,9.689,912
5360028,-31703,1055,-30143,2625,0,0,487,262,-520,-30,366,-3608,9.164,9.259,912
5370029,-30680,2061,-29160,3608,0,0,683,154,-401,168,288,-3841,9.815,9.649,912
5380029,-29694,3006,-28177,4591,0,0,558,291,-442,234,207,-3919,9.447,9.059,912
5390029,-28694,3997,-27194,5574,0,0,744,166,-544,131,288,-3568,9.592,9.5,912
5400029,-27754,4989,-26211,6557,0,0,870,56,-567,40,286,-3790,9.011,9.508,912
5410029,-26772,5994,-25228,7540,0,0,1002,26,-532,88,237,-4005,9.419,9.633,912
5420030,-25766,6963,-24245,8523,0,0,1014,-31,-454,-41,73,-3935,9.644,9.297,912
5430030,-24793,7921,-23262,9506,0,0,1010,-56,-463,-97,-82,-3861,9.324,9.181,912
5440030,-23787,8874,-22279,10489,0,0,1043,-123,-482,-193,-180,-3853,9.649,9.135,912
5450030,-22826,9886,-21296,11472,0,0,945,-140,-437,-358,-355,-3940,9.212,9.705,912
5460031,-21849,10806,-20313,12455,0,0,92,-178,-106,-381,-468,-4028,9.37,8.819,912
5470031,-20878,11761,-19330,13438,0,0,-14,-281,465,-749,-588,-4345,9.308,9.153,912
5480031,-19901,12796,-18347,14421,0,0,71,-32,556,-1336,-1209,-5201,9.359,9.924,912
5490031,-18917,13780,-17364,15404,0,0,247,141,496,-996,-1243,-4984,9.44,9.432,912
5500031,-17934,14773,-16380,16388,0,0,-115,-13,663,-572,-530,-3845,9.422,9.527,912
5510032,-16950,15703,-15397,17371,0,0,-740,-778,1255,-178,543,-3120,9.433,8.912,912
5520032,-15974,16784,-14414,18354,0,0,-717,-1466,1697,-132,952,-3642,9.36,10.37,912
5530032,-14987,17730,-13431,19337,0,0,833,-861,1240,-29,257,-4866,9.457,9.066,912
5540032,-13948,18810,-12448,20320,0,0,-383,345,24,-563,-611,-5630,9.968,10.355,912
5550033,-12983,19823,-11465,21303,0,0,43,553,-624,-1023,-102,-4416,9.247,9.71,912
5560033,-11980,20771,-10482,22286,0,0,567,132,-681,-294,274,-2977,9.613,9.088,912
5570033,-11009,21820,-9499,23269,0,0,-186,165,-465,213,143,-4099,9.316,10.056,912
5580033,-10027,22789,-8516,24252,0,0,236,-1,201,453,-817,-5557,9.409,9.294,912
5590034,-9041,23813,-7533,25235,0,0,168,235,623,843,-1642,-4171,9.453,9.822,912
5600034,-8048,24809,-6550,26218,0,0,90,138,589,899,-528,-3600,9.528,9.544,912
5610034,-7081,25774,-5567,27201,0,0,67,86,483,881,312,-4728,9.27,9.254,912
5620034,-6089,26775,-4584,28184,0,0,192,159,239,844,120,-3972,9.508,9.598,912
5630034,-5115,27775,-3601,29167,0,0,106,134,59,416,-324,-3376,9.335,9.589,912
5640035,-4122,28751,-2618,30150,0,0,-80,172,167,144,-385,-4160,9.527,9.348,912
5650035,-3153,29730,-1634,31133,0,0,-72,234,424,61,-371,-4153,9.289,9.395,912
5660035,-2162,30717,-651,32117,0,0,-134,168,453,-295,-468,-3494,9.503,9.457,912
5670035,-1199,31702,332,-32436,0,0,-323,319,485,-283,-373,-4192,9.229,9.442,912
5680036,-212,32678,1315,-31453,0,0,-439,207,680,-385,-428,-3836,9.463,9.356,912
5690036,824,-31866,2298,-30470,0,0,-557,228,795,-67,-249,-4144,9.93,9.515,912
5700036,1782,-30870,3281,-29487,0,0,-724,319,738,-40,-342,-3808,9.182,9.545,912
5710036,2771,-29885,4264,-28504,0,0,-586,64,705,326,-107,-3887,9.484,9.446,912
5720037,3758,-28889,5247,-27521,0,0,-644,308,575,188,-228,-3765,9.467,9.55,912
5730037,4751,-27904,6230,-26538,0,0,-444,124,361,306,140,-3568,9.522,9.441,912
5740037,5706,-26942,7213,-25555,0,0,-407,211,92,144,-4,-3906,9.148,9.22,912
5750037,6720,-25939,8196,-24572,0,0,-374,101,131,-38,179,-3638,9.723,9.623,912
5760037,7702,-24945,9179,-23589,0,0,-505,128,312,-43,-49,-3827,9.415,9.525,912
5770038,8661,-23940,10162,-22606,0,0,-819,-87,350,-203,-136,-3874,9.2,9.642,912
5780038,9641,-22935,11145,-21623,0,0,-737,-181,602,-246,7,-4164,9.395,9.636,912
5790038,10637,-21973,12128,-20640,0,0,-905,-229,731,-335,-144,-4251,9.551,9.221,912
5800038,11606,-20983,13111,-19657,0,0,-490,-339,448,-296,-264,-4144,9.286,9.493,912
5810039,12602,-20004,14094,-18674,0,0,233,-692,-324,-658,10,-4505,9.547,9.385,912
5820039,13584,-19053,15078,-17690,0,0,195,-911,-490,-1204,810,-5311,9.415,9.114,912
5830039,14574,-18089,16061,-16707,0,0,177,-1069,-113,-435,1034,-4694,9.493,9.24,912
5840039,15559,-17088,17044,-15724,0,0,33,-1120,159,19,113,-3733,9.442,9.598,912
5850040,16533,-16049,18027,-14741,0,0,-864,486,279,88,-452,-3475,9.341,9.966,912
5860040,17515,-15226,19010,-13758,0,0,68,575,568,-1092,-613,-4150,9.412,7.888,912
5870040,18487,-14378,19993,-12775,0,0,-243,538,309,-1798,-475,-4531,9.325,8.133,912
5880040,19458,-13397,20976,-11792,0,0,-258,-188,-209,-856,205,-4342,9.304,9.406,912
5890040,20450,-12499,21959,-10809,0,0,-405,133,211,-532,216,-4766,9.51,8.606,912
5900041,21424,-11479,22942,-9826,0,0,-316,30,96,-144,506,-4221,9.342,9.781,912
5910041,22376,-10535,23925,-8843,0,0,-274,184,-299,122,763,-4225,9.126,9.051,912
5920041,23357,-9511,24908,-7860,0,0,-178,174,-395,767,581,-4021,9.404,9.815,912
5930041,24328,-8506,25891,-6877,0,0,-213,161,-258,1277,192,-4276,9.307,9.639,912
5940042,25329,-7514,26874,-5894,0,0,97,129,-74,1278,183,-4150,9.6,9.504,912
5950042,26309,-6512,27857,-4911,0,0,-8,204,-111,1103,191,-4321,9.395,9.612,912
5960042,27293,-5527,28840,-3928,0,0,142,67,-191,752,393,-3976,9.431,9.444,912
5970042,28271,-4535,29823,-2945,0,0,-21,197,-135,371,186,-3871,9.379,9.512,912
5980042,29282,-3540,30807,-1961,0,0,24,63,-140,121,139,-3863,9.691,9.532,912
5990043,30239,-2605,31790,-978,0,0,183,262,-307,-175,226,-3983,9.177,8.971,912
6000043,31228,-1604,-32763,5,0,0,387,218,-336,-346,502,-4032,9.479,9.597,912
6010043,32227,-619,-31780,988,0,0,273,188,-409,-162,539,-4031,9.584,9.442,912
6020043,-32326,370,-30797,1971,0,0,544,278,-665,-111,494,-3719,9.423,9.477,912
6030044,-31345,1359,-29814,2954,0,0,738,213,-691,125,483,-4015,9.402,9.486,912
6040044,-30348,2370,-28831,3937,0,0,615,258,-568,191,404,-3747,9.562,9.696,912
6050044,-29390,3360,-27848,4920,0,0,844,124,-431,277,326,-3677,9.189,9.484,912
6060044,-28400,4332,-26865,5903,0,0,785,144,-268,296,1,-3947,9.488,9.322,912
6070045,-27414,5343,-25882,6886,0,0,716,53,-427,275,-317,-3854,9.449,9.694,912
6080045,-26445,6332,-24899,7869,0,0,811,14,-465,-88,14,-3555,9.291,9.483,912
6090045,-25474,7271,-23916,8852,0,0,928,-92,-401,-104,77,-3772,9.316,8.998,912
6100045,-24481,8276,-22933,9835,0,0,996,-75,-406,-147,47,-4057,9.519,9.639,912
6110045,-23478,9219,-21950,10818,0,0,1094,-95,-430,-286,-57,-4064,9.616,9.043,912
6120046,-22486,10174,-20967,11801,0,0,850,-75,-428,-467,-169,-4037,9.507,9.154,912
6130046,-21523,11127,-19984,12785,0,0,-91,-261,-18,-530,-367,-4079,9.232,9.138,912
6140046,-20532,12094,-19000,13768,0,0,106,-181,343,-1118,-730,-4611,9.5,9.27,912
6150046,-19542,13104,-18017,14751,0,0,285,121,463,-1258,-1356,-5250,9.49,9.684,912
6160047,-18567,14081,-17034,15734,0,0,128,238,586,-779,-1092,-4603,9.35,9.362,912
6170047,-17561,15107,-16051,16717,0,0,-294,-239,1006,-385,-276,-3511,9.644,9.839,912
6180047,-16565,16145,-15068,17700,0,0,-857,-1024,1645,-248,607,-3146,9.548,9.955,912
6190047,-15602,17117,-14085,18683,0,0,-559,-1593,1858,-78,771,-4088,9.235,9.319,912
6200048,-14636,18154,-13102,19666,0,0,829,-391,929,-27,-85,-4988,9.266,9.939,912
6210048,-13638,19141,-12119,20649,0,0,-478,608,-316,-794,-657,-5603,9.56,9.467,912
6220048,-12681,20218,-11136,21632,0,0,463,415,-745,-770,178,-3973,9.182,10.322,912
6230048,-11674,21208,-10153,22615,0,0,305,-9,-578,-137,521,-2938,9.649,9.496,912
6240048,-10650,22169,-9170,23598,0,0,-86,216,-168,402,111,-4568,9.825,9.207,912
6250049,-9681,23179,-8187,24581,0,0,141,6,568,640,-1353,-5583,9.285,9.685,912
