time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT
6260049,-8709,24157,-7204,25564,0,0,269,189,830,1100,-1746,-3893,9.319,9.375,912
6270049,-7708,25152,-6221,26547,0,0,40,41,598,927,-383,-3646,9.603,9.541,912
6280049,-6764,26120,-5238,27530,0,0,0,140,280,692,482,-4643,9.049,9.284,912
6290050,-5781,27103,-4255,28513,0,0,225,154,167,445,322,-3803,9.423,9.423,912
6300050,-4769,28079,-3271,29497,0,0,80,184,158,228,-194,-3567,9.7,9.361,912
6310050,-3762,29054,-2288,30480,0,0,-112,158,247,110,-496,-4094,9.658,9.347,912
6320050,-2790,30046,-1305,31463,0,0,-147,221,366,9,-605,-4125,9.312,9.508,912
6330050,-1813,31042,-322,32446,0,0,-272,323,399,-256,-577,-3737,9.372,9.546,912
6340051,-827,32032,661,-32107,0,0,-239,163,459,-176,-267,-3901,9.452,9.491,912
6350051,196,-32544,1644,-31124,0,0,-477,354,569,-162,-202,-4107,9.806,9.208,912
6360051,1170,-31537,2627,-30141,0,0,-569,125,690,-78,-235,-3662,9.337,9.658,912
6370051,2115,-30553,3610,-29158,0,0,-589,233,674,206,-369,-4217,9.06,9.431,912
6380052,3141,-29564,4593,-28175,0,0,-537,190,615,172,-387,-3669,9.841,9.48,912
6390052,4133,-28565,5576,-27192,0,0,-584,155,629,109,-67,-3576,9.504,9.577,912
6400052,5123,-27576,6559,-26209,0,0,-655,213,238,231,-52,-3921,9.491,9.481,912
6410052,6079,-26594,7542,-25226,0,0,-320,119,96,140,426,-3934,9.166,9.418,912
6420053,7066,-25597,8525,-24243,0,0,-460,174,197,-304,13,-3621,9.468,9.556,912
6430053,8039,-24593,9508,-23260,0,0,-552,27,322,-33,-136,-3734,9.325,9.623,912
6440053,9025,-23599,10491,-22277,0,0,-784,-82,458,-131,-63,-4096,9.458,9.535,912
6450053,10010,-22602,11474,-21294,0,0,-1002,-142,723,-188,-221,-4070,9.442,9.56,912
6460053,10998,-21612,12458,-20310,0,0,-977,-198,722,-261,-64,-4006,9.475,9.487,912
6470054,12010,-20622,13441,-19327,0,0,25,-456,86,-369,-53,-4240,9.695,9.497,912
6480054,12995,-19646,14424,-18344,0,0,236,-770,-579,-1113,302,-5060,9.445,9.356,912
6490054,13934,-18687,15407,-17361,0,0,253,-947,-387,-870,1084,-5131,9.003,9.19,912
6500054,14913,-17747,16390,-16378,0,0,250,-1152,95,-250,561,-4212,9.383,9.011,912
6510055,15877,-16713,17373,-15395,0,0,-422,-660,279,176,-320,-3548,9.248,9.92,912
6520055,16863,-15800,18356,-14412,0,0,-500,670,536,-116,-452,-3785,9.456,8.752,912
6530055,17854,-14851,19339,-13429,0,0,-30,502,499,-1735,-561,-4560,9.498,9.1,912
6540055,18792,-13927,20322,-12446,0,0,-374,172,-7,-1461,-308,-4482,8.991,8.856,912
6550056,19775,-13032,21305,-11463,0,0,-189,-86,-23,-600,243,-4311,9.422,8.577,912
6560056,20741,-12145,22288,-10480,0,0,-406,158,373,-325,330,-4612,9.26,8.509,912
6570056,21714,-11192,23271,-9497,0,0,-207,25,-234,24,827,-4180,9.332,9.13,912
6580056,22703,-10215,24254,-8514,0,0,-381,189,-351,312,798,-4149,9.484,9.37,912
6590056,23689,-9189,25237,-7531,0,0,-184,159,-322,1042,352,-4022,9.449,9.835,912
6600057,24684,-8198,26220,-6548,0,0,-69,147,-160,1340,42,-4368,9.541,9.502,912
6610057,25681,-7195,27203,-5565,0,0,102,200,-45,1203,170,-4295,9.56,9.612,912
6620057,26657,-6210,28187,-4581,0,0,-74,126,-111,841,248,-4039,9.353,9.446,912
6630057,27639,-5182,29170,-3598,0,0,87,167,-180,379,280,-3866,9.421,9.861,912
6640058,28649,-4185,30153,-2615,0,0,18,120,-140,157,209,-4034,9.677,9.557,912
6650058,29619,-3231,31136,-1632,0,0,208,215,-276,-40,329,-3904,9.302,9.145,912
6660058,30588,-2212,32119,-649,0,0,249,185,-342,-169,463,-4098,9.288,9.768,912
6670058,31559,-1236,-32434,334,0,0,341,202,-488,-120,419,-3969,9.308,9.362,912
6680059,32510,-260,-31451,1317,0,0,468,266,-487,-159,464,-3758,9.118,9.356,912
6690059,-32054,746,-30468,2300,0,0,523,173,-432,120,357,-3947,9.32,9.643,912
6700059,-31070,1715,-29485,3283,0,0,656,230,-412,144,316,-3785,9.435,9.293,912
6710059,-30078,2698,-28502,4266,0,0,606,220,-361,342,137,-3878,9.508,9.422,912
6720059,-29076,3672,-27519,5249,0,0,568,199,-462,268,63,-3724,9.613,9.336,912
6730060,-28110,4640,-26536,6232,0,0,728,88,-542,57,292,-3492,9.262,9.28,912
6740060,-27091,5605,-25553,7215,0,0,969,32,-526,35,266,-3938,9.768,9.255,912
6750060,-26117,6610,-24570,8198,0,0,989,-10,-486,94,126,-4153,9.334,9.635,912
6760060,-25134,7607,-23587,9181,0,0,1085,-54,-453,-156,73,-3829,9.427,9.556,912
6770061,-24110,8589,-22604,10164,0,0,1108,-74,-431,-212,-98,-3896,9.82,9.415,912
6780061,-23100,9574,-21620,11148,0,0,967,-114,-330,-238,-275,-3977,9.682,9.445,912
6790061,-22148,10548,-20637,12131,0,0,538,-96,-240,-341,-442,-3969,9.127,9.338,912
6800061,-21190,11477,-19654,13114,0,0,-183,-302,301,-557,-505,-4095,9.18,8.907,912
6810061,-20219,12466,-18671,14097,0,0,91,-143,542,-1291,-967,-4900,9.313,9.479,912
6820062,-19204,13431,-17688,15080,0,0,222,68,512,-1152,-1417,-5269,9.727,9.257,912
6830062,-18210,14436,-16705,16063,0,0,44,127,614,-808,-863,-4265,9.528,9.635,912
6840062,-17227,15489,-15722,17046,0,0,-444,-414,1072,-273,160,-3285,9.433,10.095,912
6850062,-16255,16490,-14739,18029,0,0,-860,-1238,1648,-145,818,-3345,9.311,9.589,912
6860063,-15284,17461,-13756,19012,0,0,23,-1542,1639,-111,661,-4379,9.315,9.315,912
6870063,-14250,18502,-12773,19995,0,0,485,61,476,-256,-365,-5299,9.91,9.979,912
6880063,-13276,19540,-11790,20978,0,0,-274,677,-497,-1005,-541,-5361,9.341,9.952,912
6890063,-12302,20562,-10807,21961,0,0,407,280,-722,-590,70,-3381,9.333,9.796,912
6900064,-11272,21538,-9824,22944,0,0,103,198,-588,67,593,-3125,9.877,9.356,912
6910064,-10297,22528,-8841,23927,0,0,39,37,-110,429,33,-5226,9.352,9.498,912
6920064,-9349,23505,-7858,24910,0,0,179,143,563,600,-1623,-5077,9.085,9.361,912
6930064,-8378,24505,-6875,25893,0,0,228,97,866,1057,-1210,-3636,9.313,9.593,912
6940064,-7421,25481,-5891,26877,0,0,35,132,612,1009,-209,-4130,9.172,9.349,912
6950065,-6436,26466,-4908,27860,0,0,66,146,126,677,199,-4320,9.443,9.448,912
6960065,-5420,27426,-3925,28843,0,0,186,161,-22,412,46,-3739,9.741,9.201,912
6970065,-4460,28413,-2942,29826,0,0,-46,166,165,209,-197,-3674,9.204,9.469,912
6980065,-3454,29399,-1959,30809,0,0,-110,140,389,232,-389,-4212,9.647,9.45,912
6990066,-2459,30388,-976,31792,0,0,-106,262,442,26,-561,-3983,9.535,9.487,912
7000066,-1505,31378,7,-32761,0,0,-282,255,319,-339,-503,-3598,9.147,9.487,912
7010066,-516,32348,990,-31778,0,0,-320,195,525,-140,-171,-4232,9.484,9.296,912
7020066,464,-32201,1973,-30795,0,0,-489,322,663,-238,-173,-3865,9.396,9.471,912
7030067,1481,-31219,2956,-29812,0,0,-516,140,674,-131,-396,-3647,9.752,9.408,912
7040067,2452,-30232,3939,-28829,0,0,-745,274,626,251,-483,-4332,9.31,9.465,912
7050067,3421,-29231,4922,-27846,0,0,-715,168,897,165,-215,-3648,9.284,9.599,912
7060067,4438,-28243,5905,-26863,0,0,-667,161,689,230,-90,-3632,9.751,9.472,912
7070067,5391,-27256,6888,-25880,0,0,-513,148,227,105,111,-3836,9.136,9.464,912
7080068,6395,-26257,7871,-24897,0,0,-412,178,88,-46,354,-3903,9.625,9.58,912
7090068,7382,-25252,8855,-23914,0,0,-464,140,166,-139,22,-3673,9.469,9.626,912
7100068,8329,-24265,9838,-22930,0,0,-639,68,298,-95,-60,-3794,9.074,9.466,912
7110068,9318,-23260,10821,-21947,0,0,-692,-134,526,-87,72,-4038,9.482,9.634,912
7120069,10288,-22277,11804,-20964,0,0,-938,-224,767,-271,-237,-3990,9.302,9.432,912
7130069,11301,-21266,12787,-19981,0,0,-696,-265,623,-209,-223,-4099,9.71,9.691,912
7140069,12259,-20284,13770,-18998,0,0,205,-629,-167,-417,-83,-4412,9.188,9.41,912
7150069,13260,-19301,14753,-18015,0,0,217,-850,-504,-1322,721,-5316,9.596,9.427,912
7160069,14217,-18370,15736,-17032,0,0,286,-1047,-166,-463,1050,-4941,9.174,8.922,912
7170070,15217,-17396,16719,-16049,0,0,143,-1307,238,-128,74,-3942,9.589,9.344,912
7180070,16222,-16396,17702,-15066,0,0,-932,131,303,163,-469,-3527,9.631,9.588,912
7190070,17217,-15547,18685,-14083,0,0,54,546,709,-783,-409,-4103,9.542,8.137,912
7200070,18184,-14602,19668,-13100,0,0,-244,516,513,-1934,-581,-4647,9.266,9.056,912
7210071,19148,-13697,20651,-12117,0,0,-284,82,-167,-1054,-49,-4200,9.247,8.68,912
7220071,20113,-12767,21634,-11134,0,0,-248,-18,21,-434,191,-4361,9.247,8.913,912
7230071,21071,-11832,22617,-10151,0,0,-289,186,261,-178,541,-4429,9.192,8.969,912
7240071,22036,-10831,23600,-9168,0,0,-202,69,-239,42,923,-4410,9.245,9.596,912
7250072,23015,-9864,24583,-8185,0,0,-315,120,-372,481,772,-4110,9.391,9.27,912
7260072,24021,-8878,25567,-7201,0,0,-203,184,-209,1114,221,-3969,9.644,9.452,912
7270072,24983,-7879,26550,-6218,0,0,-75,151,-111,1355,-26,-4321,9.224,9.581,912
7280072,26025,-6839,27533,-5235,0,0,20,198,-104,966,144,-4090,9.985,9.972,912
7290072,26995,-5848,28516,-4252,0,0,47,130,-138,629,293,-4214,9.302,9.503,912
7300073,27960,-4854,29499,-3269,0,0,67,174,-186,471,298,-4039,9.255,9.531,912
7310073,28903,-3865,30482,-2286,0,0,84,174,-185,171,334,-3803,9.043,9.481,912
7320073,29890,-2851,31465,-1303,0,0,219,187,-202,18,270,-3866,9.463,9.721,912
7330073,30888,-1882,32448,-320,0,0,51,79,-300,-34,308,-4134,9.566,9.287,912
7340074,31858,-881,-32105,663,0,0,487,272,-554,-193,446,-3905,9.304,9.599,912
7350074,-32670,60,-31122,1646,0,0,517,244,-560,-195,697,-3917,9.657,9.021,912
7360074,-31696,1062,-30139,2629,0,0,572,253,-489,39,574,-3972,9.343,9.608,912
7370074,-30684,2046,-29156,3612,0,0,757,171,-549,256,254,-3848,9.696,9.432,912
7380075,-29718,3021,-28173,4595,0,0,589,259,-390,255,106,-3630,9.267,9.352,912
7390075,-28730,3981,-27190,5578,0,0,682,101,-400,422,-141,-3710,9.471,9.198,912
7400075,-27740,4963,-26207,6561,0,0,685,85,-500,133,77,-3674,9.492,9.419,912
7410075,-26758,5983,-25223,7544,0,0,972,-38,-512,-12,238,-3775,9.411,9.781,912
7420075,-25761,6937,-24240,8528,0,0,1057,-10,-473,-87,154,-4075,9.56,9.143,912
7430076,-24784,7915,-23257,9511,0,0,1084,-105,-419,-175,27,-4014,9.364,9.376,912
7440076,-23770,8851,-22274,10494,0,0,1058,-39,-401,-350,-101,-3950,9.721,8.978,912
7450076,-22804,9865,-21291,11477,0,0,1008,-145,-371,-305,-261,-3999,9.269,9.716,912
7460076,-21821,10896,-20308,12460,0,0,109,-124,-87,-467,-439,-4012,9.422,9.886,912
7470077,-20861,11844,-19325,13443,0,0,49,-171,471,-790,-690,-4306,9.2,9.091,912
7480077,-19863,12797,-18342,14426,0,0,61,86,679,-1313,-1263,-5106,9.569,9.132,912
7490077,-18879,13784,-17359,15409,0,0,184,237,680,-976,-1321,-4838,9.439,9.467,912
7500077,-17912,14694,-16376,16392,0,0,-101,71,882,-624,-541,-3825,9.269,8.723,912
7510077,-16944,15759,-15393,17375,0,0,-741,-704,1499,-210,443,-3242,9.276,10.21,912
7520078,-15964,16739,-14410,18358,0,0,-617,-1403,1857,-165,961,-3778,9.398,9.393,912
7530078,-14982,17813,-13427,19341,0,0,440,-1330,1395,-80,371,-4818,9.416,10.301,912
7540078,-13971,18882,-12444,20324,0,0,91,266,130,-496,-525,-5271,9.69,10.244,912
7550078,-12974,19882,-11461,21307,0,0,-309,767,-632,-896,-277,-4889,9.564,9.592,912
7560079,-12004,20841,-10478,22290,0,0,702,170,-739,-160,346,-3215,9.292,9.197,912
7570079,-11017,21851,-9495,23273,0,0,36,41,-435,207,351,-3588,9.467,9.678,912
7580079,-10020,22817,-8511,24257,0,0,-53,165,242,582,-727,-5311,9.556,9.268,912
7590079,-9047,23852,-7528,25240,0,0,221,-10,971,1035,-1859,-4858,9.326,9.921,912
7600080,-8059,24831,-6545,26223,0,0,234,141,958,1176,-897,-3449,9.478,9.388,912
7610080,-7080,25808,-5562,27206,0,0,-77,73,523,661,343,-4148,9.381,9.359,912
7620080,-6099,26793,-4579,28189,0,0,148,206,188,443,558,-4541,9.411,9.444,912
7630080,-5126,27774,-3596,29172,0,0,145,157,76,154,-187,-3364,9.323,9.409,912
7640080,-4129,28764,-2613,30155,0,0,-132,150,169,68,-422,-3805,9.559,9.494,912
7650081,-3130,29742,-1630,31138,0,0,-133,228,351,189,-503,-4403,9.583,9.373,912
7660081,-2168,30713,-647,32121,0,0,-87,197,400,-109,-491,-3639,9.223,9.311,912
7670081,-1168,31704,336,-32432,0,0,-277,252,296,-273,-374,-3781,9.585,9.504,912
7680081,-167,32695,1319,-31449,0,0,-485,242,362,-64,-51,-4138,9.596,9.498,912
7690082,792,-31858,2302,-30466,0,0,-409,261,640,-34,-191,-3859,9.196,9.428,912
7700082,1771,-30873,3285,-29483,0,0,-469,252,614,-17,-502,-3819,9.385,9.443,912
7710082,2759,-29894,4268,-28500,0,0,-624,216,433,68,-492,-3863,9.472,9.388,912
7720082,3758,-28915,5251,-27517,0,0,-484,158,585,153,40,-3888,9.574,9.384,912
7730083,4724,-27925,6235,-26533,0,0,-650,238,388,93,-324,-3738,9.268,9.489,912
7740083,5705,-26917,7218,-25550,0,0,-502,88,236,201,145,-3823,9.402,9.667,912
7750083,6687,-25933,8201,-24567,0,0,-518,167,350,-25,88,-3835,9.413,9.431,912
7760083,7679,-24936,9184,-23584,0,0,-664,91,288,-117,-149,-3614,9.517,9.561,912
7770083,8666,-23949,10167,-22601,0,0,-663,-88,416,6,7,-4057,9.455,9.46,912
7780084,9694,-22946,11150,-21618,0,0,-925,-149,719,-351,-83,-4008,9.857,9.616,912
7790084,10664,-21927,12133,-20635,0,0,-1011,-155,695,-266,-24,-3920,9.301,9.764,912
7800084,11641,-20925,13116,-19652,0,0,-195,-310,198,-261,0,-4260,9.368,9.615,912
7810084,12622,-19957,14099,-18669,0,0,258,-633,-366,-826,89,-4774,9.401,9.279,912
7820085,13617,-19037,15082,-17686,0,0,72,-821,-296,-984,846,-5085,9.54,8.821,912
7830085,14579,-18047,16065,-16703,0,0,240,-1105,54,-204,655,-4442,9.229,9.489,912
7840085,15539,-17084,17048,-15720,0,0,-76,-1116,207,-35,-274,-3859,9.204,9.233,912
7850085,16508,-16123,18031,-14737,0,0,-714,384,482,9,-354,-3906,9.29,9.211,912
7860086,17475,-15203,19014,-13754,0,0,-49,397,778,-1282,-358,-4482,9.273,8.821,912
7870086,18457,-14266,19997,-12771,0,0,-165,448,416,-1700,-601,-4423,9.407,8.985,912
7880086,19443,-13347,20980,-11788,0,0,-283,-30,-164,-800,96,-4121,9.457,8.813,912
7890086,20429,-12439,21963,-10805,0,0,-412,82,153,-285,305,-4396,9.457,8.706,912
7900086,21392,-11502,22947,-9821,0,0,-161,77,36,-50,767,-4368,9.231,8.986,912
7910087,22402,-10508,23930,-8838,0,0,-206,106,-273,148,1019,-4396,9.682,9.525,912
7920087,23381,-9540,24913,-7855,0,0,-316,173,-249,605,576,-3995,9.381,9.285,912
7930087,24343,-8578,25896,-6872,0,0,-127,202,-171,1113,-4,-4032,9.224,9.216,912
7940087,25347,-7537,26879,-5889,0,0,-105,98,-110,1126,12,-4298,9.63,9.985,912
7950088,26307,-6523,27862,-4906,0,0,33,186,-143,880,236,-4123,9.203,9.719,912
7960088,27295,-5514,28845,-3923,0,0,95,178,-132,518,380,-4096,9.474,9.674,912
7970088,28281,-4525,29828,-2940,0,0,97,141,-145,387,359,-4076,9.456,9.485,912
7980088,29302,-3510,30811,-1957,0,0,88,211,-195,236,112,-3863,9.785,9.732,912
7990088,30241,-2542,31794,-974,0,0,-5,114,-277,174,161,-3880,9.004,9.275,912
8000088,31259,-1583,-32759,9,0,0,396,139,-431,-16,481,-3952,9.756,9.196,912
8010088,32220,-591,-31776,992,0,0,363,265,-489,-156,601,-4037,9.219,9.513,912
8020089,-32338,405,-30793,1975,0,0,625,208,-537,-111,694,-3711,9.369,9.551,912
8030089,-31378,1354,-29810,2958,0,0,616,313,-333,8,422,-4023,9.203,9.094,912
8040089,-30403,2361,-28827,3941,0,0,630,158,-320,303,46,-3967,9.348,9.659,912
8050089,-29377,3374,-27844,4924,0,0,599,220,-481,156,27,-3594,9.836,9.705,912
8060090,-28390,4330,-26861,5908,0,0,761,120,-559,161,80,-3626,9.462,9.169,912
8070090,-27405,5309,-25877,6891,0,0,836,85,-534,92,281,-3810,9.45,9.387,912
8080090,-26428,6288,-24894,7874,0,0,1006,-64,-515,95,227,-3899,9.369,9.38,912
8090090,-25439,7254,-23911,8857,0,0,1068,-34,-497,-127,116,-3957,9.479,9.264,912
8100091,-24443,8251,-22928,9840,0,0,1058,-82,-462,-184,-126,-3929,9.55,9.561,912
8110091,-23465,9214,-21945,10823,0,0,1059,-108,-340,-282,-271,-3980,9.375,9.227,912
8120091,-22462,10188,-20962,11806,0,0,778,-97,-258,-366,-375,-3995,9.619,9.343,912
8130091,-21500,11181,-19979,12789,0,0,-123,-204,267,-432,-486,-4052,9.222,9.517,912
8140091,-20523,12078,-18996,13772,0,0,41,-161,542,-1041,-787,-4666,9.363,8.601,912
8150092,-19572,13110,-18013,14755,0,0,178,124,584,-1385,-1395,-5182,9.122,9.892,912
8160092,-18598,14111,-17030,15738,0,0,158,257,630,-829,-968,-4534,9.329,9.598,912
8170092,-17591,15105,-16047,16721,0,0,-235,-163,958,-389,-78,-3571,9.661,9.536,912
8180092,-16603,16096,-15064,17704,0,0,-826,-1040,1625,-206,663,-3279,9.466,9.495,912
8190093,-15625,17089,-14081,18687,0,0,-569,-1693,1818,-199,822,-4106,9.377,9.521,912
8200093,-14596,18167,-13098,19670,0,0,1056,-529,967,-186,-109,-4939,9.865,10.341,912
8210093,-13643,19225,-12115,20653,0,0,-550,597,-206,-778,-682,-5613,9.141,10.137,912
8220093,-12644,20202,-11131,21637,0,0,310,549,-724,-746,197,-3846,9.574,9.367,912
8230094,-11643,21193,-10148,22620,0,0,254,-29,-631,-19,431,-3241,9.606,9.506,912
8240094,-10682,22231,-9165,23603,0,0,144,343,-262,396,135,-4224,9.211,9.952,912
8250094,-9693,23195,-8182,24586,0,0,40,103,585,714,-1422,-5476,9.484,9.238,912
8260094,-8689,24180,-7199,25569,0,0,300,-47,1241,1241,-1777,-4245,9.618,9.441,912
8270094,-7719,25167,-6216,26552,0,0,30,131,836,1194,-481,-3635,9.304,9.467,912
8280095,-6718,26148,-5233,27535,0,0,-83,83,241,530,533,-4338,9.596,9.408,912
8290095,-5722,27124,-4250,28518,0,0,224,174,46,210,549,-4214,9.546,9.354,912
8300095,-4756,28117,-3267,29501,0,0,-4,130,137,-17,-257,-3230,9.268,9.518,912
8310095,-3778,29099,-2284,30484,0,0,-188,160,254,115,-548,-4183,9.377,9.419,912
8320096,-2799,30074,-1301,31467,0,0,-161,263,420,72,-453,-4383,9.382,9.341,912
8330096,-1815,31056,-318,32450,0,0,-258,146,515,-482,-511,-3318,9.432,9.418,912
8340096,-782,32037,665,-32103,0,0,-366,254,354,-123,-124,-4203,9.911,9.402,912
8350096,170,-32524,1648,-31120,0,0,-260,292,399,37,-128,-4194,9.124,9.349,912
8360096,1182,-31538,2631,-30137,0,0,-507,256,487,-92,-707,-3536,9.7,9.454,912
8370097,2129,-30548,3614,-29154,0,0,-558,213,547,445,-186,-3941,9.083,9.494,912
8380097,3106,-29565,4597,-28171,0,0,-450,222,429,335,140,-3808,9.369,9.421,912
8390097,4055,-28581,5581,-27187,0,0,-406,200,207,106,-131,-3564,9.096,9.438,912
8400097,5071,-27587,6564,-26204,0,0,-412,129,209,72,-64,-3767,9.735,9.533,912
8410098,6084,-26591,7547,-25221,0,0,-508,153,392,35,-106,-3887,9.717,9.548,912
8420098,7088,-25589,8530,-24238,0,0,-842,29,398,-164,-175,-3783,9.623,9.6,912
8430098,8083,-24586,9513,-23255,0,0,-822,-53,654,-141,-16,-4087,9.545,9.615,912
8440098,9050,-23589,10496,-22272,0,0,-1001,-80,875,-278,-173,-4099,9.272,9.566,912
8450099,10008,-22629,11479,-21289,0,0,-1033,-71,724,-270,-167,-3934,9.178,9.202,912
8460099,10963,-21630,12462,-20306,0,0,-664,-154,439,-236,-105,-4091,9.16,9.579,912
8470099,11951,-20618,13445,-19323,0,0,143,-339,-143,-585,177,-4212,9.467,9.699,912
8480099,12929,-19629,14428,-18340,0,0,132,-472,-422,-1070,576,-4839,9.383,9.488,912
8490099,13899,-18667,15411,-17357,0,0,165,-807,-227,-338,854,-4778,9.296,9.221,912
8500100,14889,-17721,16394,-16374,0,0,497,-1299,-145,-216,-6,-4067,9.491,9.062,912
8510100,15907,-16767,17377,-15391,0,0,-501,-678,-30,-223,-520,-4054,9.758,9.15,912
8520100,16891,-15856,18360,-14408,0,0,-340,290,636,-132,265,-4297,9.44,8.73,912
8530100,17869,-14903,19343,-13425,0,0,-236,439,733,-1637,-297,-4669,9.374,9.142,912
8540101,18821,-14024,20327,-12441,0,0,23,440,179,-1312,-614,-4211,9.123,8.426,912
8550101,19786,-13089,21310,-11458,0,0,-584,-137,-217,-529,-171,-3906,9.26,8.964,912
8560101,20744,-12082,22293,-10475,0,0,-261,104,285,-307,603,-4314,9.183,9.659,912
8570101,21731,-11111,23276,-9492,0,0,-1,41,10,-27,932,-4770,9.459,9.302,912
8580102,22723,-10162,24259,-8509,0,0,-422,206,-229,267,920,-4283,9.514,9.106,912
8590102,23668,-9188,25242,-7526,0,0,-124,119,-128,721,334,-3607,9.059,9.337,912
8600102,24662,-8202,26225,-6543,0,0,-200,161,-148,1114,-182,-4478,9.529,9.452,912
8610102,25668,-7181,27208,-5560,0,0,-17,63,-165,1208,16,-4291,9.644,9.792,912
8620102,26655,-6162,28191,-4577,0,0,-27,267,-86,619,453,-3747,9.464,9.765,912
8630103,27618,-5167,29174,-3594,0,0,177,165,-164,556,484,-4314,9.231,9.54,912
8640103,28593,-4183,30157,-2611,0,0,132,135,-222,358,427,-4072,9.348,9.43,912
8650103,29586,-3204,31140,-1628,0,0,-40,181,-263,241,195,-3707,9.521,9.395,912
8660103,30600,-2199,32123,-645,0,0,216,150,-332,161,139,-3892,9.724,9.628,912
8670104,31578,-1211,-32430,338,0,0,340,305,-353,-86,444,-3945,9.378,9.474,912
8680104,32537,-208,-31447,1321,0,0,545,186,-326,43,430,-4130,9.192,9.617,912
8690104,-32030,773,-30464,2304,0,0,478,238,-398,50,398,-3856,9.285,9.407,912
8700104,-31037,1743,-29481,3287,0,0,504,142,-376,72,346,-3656,9.521,9.3,912
8710104,-30058,2683,-28497,4271,0,0,690,192,-442,202,276,-3878,9.391,9.011,912
8720105,-29031,3686,-27514,5254,0,0,715,201,-524,75,231,-3858,9.841,9.612,912
8730105,-28069,4670,-26531,6237,0,0,806,142,-614,45,323,-3678,9.227,9.441,912
8740105,-27073,5672,-25548,7220,0,0,1056,52,-561,-13,301,-3740,9.552,9.599,912
8750105,-26092,6627,-24565,8203,0,0,1080,-70,-475,90,75,-4087,9.406,9.161,912
8760106,-25119,7603,-23582,9186,0,0,1050,-43,-403,-81,-130,-3926,9.329,9.352,912
8770106,-24156,8558,-22599,10169,0,0,1033,-62,-363,-169,-190,-3803,9.232,9.162,912
8780106,-23122,9540,-21616,11152,0,0,913,-144,-292,-289,-440,-3898,9.908,9.417,912
8790106,-22164,10491,-20633,12135,0,0,319,-143,-104,-353,-450,-4011,9.19,9.113,912
8800107,-21197,11484,-19650,13118,0,0,-143,-257,399,-587,-475,-4188,9.27,9.523,912
8810107,-20213,12495,-18667,14101,0,0,81,-63,556,-1391,-997,-4899,9.43,9.695,912
8820107,-19222,13487,-17684,15084,0,0,172,158,592,-1183,-1345,-5174,9.502,9.505,912
8830107,-18254,14471,-16701,16067,0,0,144,244,619,-699,-599,-4222,9.279,9.435,912
8840107,-17221,15418,-15718,17050,0,0,-408,-351,1034,-209,230,-3367,9.906,9.076,912
8850108,-16237,16407,-14735,18033,0,0,-727,-1247,1669,-222,786,-3467,9.431,9.485,912
8860108,-15255,17424,-13751,19017,0,0,-313,-1752,1706,-252,566,-4427,9.422,9.749,912
8870108,-14252,18476,-12768,20000,0,0,780,-140,667,-228,-420,-5129,9.612,10.088,912
8880108,-13292,19514,-11785,20983,0,0,-331,787,-393,-886,-588,-5441,9.203,9.95,912
8890109,-12323,20537,-10802,21966,0,0,495,420,-724,-529,418,-3353,9.296,9.809,912
8900109,-11356,21516,-9819,22949,0,0,123,37,-547,61,434,-3202,9.263,9.382,912
8910109,-10362,22522,-8836,23932,0,0,16,282,-22,482,-286,-4930,9.531,9.647,912
8920109,-9378,23550,-7853,24915,0,0,72,-107,889,839,-1722,-5265,9.44,9.858,912
8930110,-8353,24531,-6870,25898,0,0,299,248,1124,1288,-1365,-3776,9.824,9.409,912
8940110,-7394,25481,-5887,26881,0,0,-56,33,576,893,-96,-3784,9.191,9.106,912
8950110,-6397,26469,-4904,27864,0,0,-12,146,35,430,679,-4807,9.562,9.474,912
8960110,-5411,27451,-3921,28847,0,0,241,154,39,266,146,-3469,9.449,9.41,912
8970110,-4424,28441,-2938,29830,0,0,-113,83,110,137,-351,-3403,9.469,9.491,912
8980111,-3416,29427,-1955,30813,0,0,-223,195,299,215,-429,-4614,9.667,9.459,912
8990111,-2431,30398,-972,31796,0,0,-138,221,513,-73,-576,-3915,9.435,9.307,912
9000111,-1448,31382,11,-32757,0,0,-226,163,476,-328,-387,-3451,9.43,9.43,912
9010111,-481,32366,994,-31774,0,0,-398,359,421,-257,-163,-4258,9.267,9.434,912
9020112,486,-32177,1977,-30791,0,0,-418,195,512,-67,-249,-4013,9.277,9.523,912
9030112,1458,-31214,2961,-29807,0,0,-304,224,573,37,-297,-3784,9.314,9.232,912
9040112,2445,-30227,3944,-28824,0,0,-525,269,260,108,-445,-3760,9.468,9.459,912
9050112,3447,-29228,4927,-27841,0,0,-470,238,171,386,82,-3936,9.601,9.58,912
9060112,4408,-28226,5910,-26858,0,0,-413,154,468,203,33,-3559,9.213,9.606,912
9070113,5379,-27248,6893,-25875,0,0,-676,119,370,190,-365,-3656,9.312,9.376,912
9080113,6372,-26241,7876,-24892,0,0,-653,46,480,183,-1,-3967,9.523,9.653,912
9090113,7338,-25250,8859,-23909,0,0,-902,-18,651,-358,-76,-3877,9.257,9.503,912
9100113,8350,-24249,9842,-22926,0,0,-774,-24,654,-264,-84,-3899,9.704,9.602,912
9110114,9300,-23249,10825,-21943,0,0,-831,-100,598,-268,-91,-4190,9.107,9.586,912
9120114,10294,-22265,11808,-20960,0,0,-824,-86,501,-369,4,-4068,9.533,9.434,912
