"V-rep data recorded Tue 25 Oct 2016 12:21:03 PM PDT "
"% Right Stride Frequency   = 0"
"% Left Stride Frequency    = 0"
"% Phase (Fractional)   = 0"
"% velroach+telem Vrep sim"
"Motor Gains = [ 1.000,  1.000,  1.000,0,0,  1.000,  1.000,  1.000,0,0]"
"% Columns: "
"% time | LPos | RPos | LRef | RRef | LPWM | RPWM | GyroX | GyroY | GyroZ | AX | AY | AZ | LEMF | REMF | BAT "
 1140000,     -453,   -20345,     1020,   -19005,    -0.0,    -0.0,   -867,     63,   -219,  -396,     84,  -3986,   9.819,   8.827, 912
 1150000,      520,   -19330,     2003,   -18022,    -0.0,    -0.0,   -843,    186,   -859,  -720,    534,  -4781,   9.328,   9.724, 912
 1160000,     1527,   -18274,     2986,   -17039,    -0.0,    -0.0,   -610,     82,  -1593,  -779,    531,  -4621,   9.653,  10.127, 912
 1170000,     2509,   -17372,     3969,   -16056,    -0.0,    -0.0,   -417,   -225,  -2420,  -904,    408,  -3996,   9.418,   8.646, 912
 1180000,     3463,   -16442,     4952,   -15073,    -0.0,    -0.0,    -31,    -61,  -3040,  -883,    527,  -3876,   9.146,   8.914, 912
 1190000,     4427,   -15533,     5935,   -14090,     0.0,    -0.0,    227,    163,  -3123,   -14,    657,  -4287,   9.241,   8.719, 912
 1200000,     5443,   -14634,     6918,   -13107,     0.0,    -0.0,    311,     83,  -2856,   486,    454,  -3872,   9.743,   8.619, 912
 1210000,     6435,   -13713,     7901,   -12124,     0.0,    -0.0,    444,    -70,  -2461,   269,    443,  -3598,   9.512,   8.829, 912
 1220000,     7451,   -12743,     8884,   -11141,     0.0,    -0.0,    781,   -145,  -1966,   376,    388,  -4133,   9.740,   9.303, 912
 1230000,     8421,   -11821,     9867,   -10158,     0.0,    -0.0,    634,   -504,  -1303,   605,    376,  -4726,   9.296,   8.842, 912
 1240000,     9397,   -10823,    10850,    -9175,     0.0,    -0.0,    873,   -888,   -702,   492,    368,  -4363,   9.357,   9.564, 912
 1250000,    10353,    -9835,    11833,    -8192,     0.0,    -0.0,    689,  -1403,   -346,   442,   -131,  -4354,   9.167,   9.474, 912
 1260000,    11314,    -8856,    12816,    -7209,     0.0,    -0.0,   1054,  -1819,   -142,   390,     14,  -4223,   9.216,   9.388, 912
 1270000,    12320,    -7866,    13799,    -6226,    -0.0,    -0.0,    659,  -1760,    -58,   365,    109,  -4425,   9.645,   9.488, 912
 1280000,    13274,    -6837,    14782,    -5242,    -0.0,     0.0,   -122,    262,    902,   175,    289,  -3979,   9.147,   9.870, 912
 1290000,    14252,    -5862,    15765,    -4259,    -0.0,     0.0,    487,    579,   1788,  -846,   -269,  -4218,   9.379,   9.345, 912
 1300000,    15243,    -4869,    16748,    -3276,    -0.0,    -0.0,    231,    664,   1205, -1448,   -524,  -3957,   9.498,   9.517, 912
 1310000,    16215,    -3907,    17732,    -2293,    -0.0,    -0.0,    650,    725,    665, -1095,   -348,  -3284,   9.314,   9.222, 912
 1320000,    17191,    -2885,    18715,    -1310,    -0.0,    -0.0,    729,    904,    770,  -400,    250,  -3745,   9.364,   9.806, 912
 1330000,    18200,    -1899,    19698,     -327,    -0.0,    -0.0,    895,    948,    847,  -330,    384,  -4210,   9.671,   9.444, 912
 1340000,    19158,     -944,    20681,      656,    -0.0,    -0.0,     10,    222,    813,  -427,   -129,  -4313,   9.182,   9.166, 912
 1350000,    20133,       33,    21664,     1639,    -0.0,    -0.0,    253,    167,    657,  -439,   -406,  -4539,   9.348,   9.366, 912
 1360000,    21125,      982,    22647,     2622,    -0.0,    -0.0,     22,     32,    533,  -329,   -507,  -5236,   9.509,   9.095, 912
 1370000,    22127,     1970,    23630,     3605,    -0.0,    -0.0,   -421,    142,    273,     3,     77,  -3881,   9.608,   9.477, 912
 1380000,    23084,     2982,    24613,     4588,    -0.0,    -0.0,   -403,     29,    -11,   504,    163,  -3422,   9.179,   9.701, 912
 1390000,    24028,     3966,    25596,     5571,    -0.0,    -0.0,   -419,    174,    104,  1108,     23,  -4041,   9.049,   9.427, 912
 1400000,    25073,     4965,    26579,     6554,    -0.0,    -0.0,   -615,     31,     88,  1316,   -236,  -4154,  10.016,   9.583, 912
 1410000,    26038,     5950,    27562,     7537,    -0.0,     0.0,   -913,    146,    -34,   921,   -236,  -3572,   9.259,   9.440, 912
 1420000,    26997,     6915,    28545,     8520,    -0.0,     0.0,   -868,    100,     42,   487,   -323,  -3713,   9.196,   9.253, 912
 1429999,    27950,     7903,    29528,     9503,    -0.0,     0.0,   -948,     65,     50,    55,   -371,  -3957,   9.137,   9.469, 912
 1439999,    28958,     8881,    30511,    10486,    -0.0,     0.0,   -815,    150,    -46,  -402,    208,  -3742,   9.656,   9.381, 912
 1449999,    29966,     9875,    31494,    11469,    -0.0,     0.0,   -666,    173,   -183,  -347,    380,  -4208,   9.668,   9.528, 912
 1459999,    30909,    10831,    32477,    12452,    -0.0,     0.0,   -706,    107,   -342,  -387,    510,  -4124,   9.042,   9.162, 912
 1469999,    31918,    11849,   -32076,    13435,    -0.0,     0.0,   -233,    301,   -599,  -313,    632,  -4005,   9.675,   9.765, 912
 1479999,   -32669,    12752,   -31093,    14418,    -0.0,     0.0,   -190,    296,   -651,  -194,    719,  -4029,   9.098,   8.655, 912
 1489999,   -31713,    13744,   -30110,    15401,    -0.0,     0.0,    150,    257,   -816,   -69,    757,  -3976,   9.164,   9.515, 912
 1499999,   -30742,    14788,   -29127,    16384,    -0.0,    -0.0,    491,    201,   -923,  -148,    760,  -3855,   9.310,  10.006, 912
